product_id,location,stock_level,daily_sales,expiry_days,lead_time_days,reorder_flag,timestamp
VITC004,Mumbai,109,11,93,5,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,85,16,251,14,1,2026-01-19T12:56:13.558520
PCM001,Bangalore,12,18,206,8,1,2026-01-19T12:56:13.558520
AMOX002,Mumbai,237,16,122,9,0,2026-01-19T12:56:13.558520
VITC004,Chennai,263,4,20,9,0,2026-01-19T12:56:13.558520
INS003,Bangalore,65,8,124,8,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,300,5,261,11,0,2026-01-19T12:56:13.558520
AZI005,Chennai,133,5,140,14,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,269,1,343,9,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,118,20,275,10,1,2026-01-19T12:56:13.558520
VITC004,Hyderabad,295,20,361,7,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,138,1,157,10,0,2026-01-19T12:56:13.558520
VITC004,Chennai,102,2,313,5,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,271,17,263,3,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,218,7,13,10,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,177,19,271,3,0,2026-01-19T12:56:13.558520
VITC004,Mumbai,133,24,209,8,1,2026-01-19T12:56:13.558520
INS003,Bangalore,107,25,287,4,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,218,12,65,10,0,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,139,5,196,11,0,2026-01-19T12:56:13.558520
PCM001,Delhi,151,25,250,12,1,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,240,23,72,7,0,2026-01-19T12:56:13.558520
PCM001,Delhi,210,5,334,9,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,17,8,281,4,1,2026-01-19T12:56:13.558520
VITC004,Chennai,197,2,113,2,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,175,2,212,5,0,2026-01-19T12:56:13.558520
VITC004,Delhi,60,20,47,10,1,2026-01-19T12:56:13.558520
PCM001,Bangalore,269,12,142,11,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,153,17,96,12,1,2026-01-19T12:56:13.558520
INS003,Bangalore,138,6,137,6,0,2026-01-19T12:56:13.558520
INS003,Chennai,256,11,199,10,0,2026-01-19T12:56:13.558520
AZI005,Chennai,300,5,189,6,0,2026-01-19T12:56:13.558520
AMOX002,Delhi,82,22,309,7,1,2026-01-19T12:56:13.558520
PCM001,Mumbai,173,22,94,7,0,2026-01-19T12:56:13.558520
VITC004,Mumbai,13,7,65,12,1,2026-01-19T12:56:13.558520
AMOX002,Delhi,200,23,47,4,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,153,10,145,9,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,261,19,181,10,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,129,2,280,6,0,2026-01-19T12:56:13.558520
PCM001,Delhi,258,7,160,9,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,39,23,100,8,1,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,67,4,72,8,0,2026-01-19T12:56:13.558520
INS003,Bangalore,147,21,113,12,1,2026-01-19T12:56:13.558520
INS003,Chennai,84,5,30,13,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,163,7,120,5,0,2026-01-19T12:56:13.558520
AZI005,Chennai,63,19,111,4,1,2026-01-19T12:56:13.558520
AZI005,Mumbai,36,11,116,5,1,2026-01-19T12:56:13.558520
VITC004,Bangalore,260,1,30,4,0,2026-01-19T12:56:13.558520
INS003,Bangalore,295,17,330,11,0,2026-01-19T12:56:13.558520
AZI005,Delhi,248,9,329,14,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,46,5,189,3,0,2026-01-19T12:56:13.558520
AMOX002,Delhi,258,7,345,8,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,40,21,280,11,1,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,52,19,128,6,1,2026-01-19T12:56:13.558520
VITC004,Hyderabad,58,9,356,7,1,2026-01-19T12:56:13.558520
PCM001,Delhi,73,7,365,9,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,259,21,119,10,0,2026-01-19T12:56:13.558520
AZI005,Chennai,228,2,194,3,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,44,4,126,12,1,2026-01-19T12:56:13.558520
AMOX002,Mumbai,78,8,248,2,0,2026-01-19T12:56:13.558520
AZI005,Delhi,168,24,173,11,1,2026-01-19T12:56:13.558520
INS003,Delhi,97,15,19,11,1,2026-01-19T12:56:13.558520
AMOX002,Bangalore,148,21,112,8,1,2026-01-19T12:56:13.558520
INS003,Hyderabad,106,10,249,5,0,2026-01-19T12:56:13.558520
PCM001,Delhi,91,10,271,12,1,2026-01-19T12:56:13.558520
VITC004,Chennai,205,12,318,14,0,2026-01-19T12:56:13.558520
INS003,Mumbai,153,20,102,14,1,2026-01-19T12:56:13.558520
AZI005,Delhi,276,17,66,5,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,262,3,354,10,0,2026-01-19T12:56:13.558520
AZI005,Mumbai,53,15,317,11,1,2026-01-19T12:56:13.558520
PCM001,Bangalore,262,5,158,13,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,236,11,139,4,0,2026-01-19T12:56:13.558520
AZI005,Delhi,68,11,330,6,0,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,235,22,301,2,0,2026-01-19T12:56:13.558520
VITC004,Chennai,110,5,273,10,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,237,21,263,11,0,2026-01-19T12:56:13.558520
AZI005,Mumbai,40,6,357,10,1,2026-01-19T12:56:13.558520
VITC004,Bangalore,34,16,209,10,1,2026-01-19T12:56:13.558520
AZI005,Mumbai,186,7,113,9,0,2026-01-19T12:56:13.558520
VITC004,Delhi,126,21,277,14,1,2026-01-19T12:56:13.558520
VITC004,Hyderabad,259,20,47,7,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,133,7,161,9,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,198,24,272,4,0,2026-01-19T12:56:13.558520
VITC004,Chennai,266,25,239,3,0,2026-01-19T12:56:13.558520
INS003,Chennai,130,4,206,7,0,2026-01-19T12:56:13.558520
VITC004,Delhi,142,7,234,14,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,19,22,38,11,1,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,261,11,122,3,0,2026-01-19T12:56:13.558520
AMOX002,Delhi,184,11,255,5,0,2026-01-19T12:56:13.558520
VITC004,Chennai,250,21,169,13,1,2026-01-19T12:56:13.558520
PCM001,Chennai,141,20,146,14,1,2026-01-19T12:56:13.558520
AMOX002,Delhi,173,24,80,8,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,275,4,246,3,0,2026-01-19T12:56:13.558520
PCM001,Chennai,67,20,354,10,1,2026-01-19T12:56:13.558520
PCM001,Hyderabad,188,23,197,10,1,2026-01-19T12:56:13.558520
AZI005,Delhi,259,8,208,13,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,193,15,332,7,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,211,10,154,2,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,191,16,276,14,1,2026-01-19T12:56:13.558520
VITC004,Chennai,143,5,331,8,0,2026-01-19T12:56:13.558520
INS003,Mumbai,31,22,255,5,1,2026-01-19T12:56:13.558520
INS003,Chennai,208,4,349,5,0,2026-01-19T12:56:13.558520
AMOX002,Delhi,186,3,246,14,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,267,3,263,13,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,270,4,89,9,0,2026-01-19T12:56:13.558520
INS003,Hyderabad,255,14,101,8,0,2026-01-19T12:56:13.558520
INS003,Mumbai,167,15,268,6,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,122,20,150,10,1,2026-01-19T12:56:13.558520
VITC004,Chennai,295,16,196,9,0,2026-01-19T12:56:13.558520
AZI005,Delhi,211,7,99,9,0,2026-01-19T12:56:13.558520
AZI005,Chennai,166,15,152,6,0,2026-01-19T12:56:13.558520
VITC004,Mumbai,209,22,93,11,1,2026-01-19T12:56:13.558520
VITC004,Bangalore,129,8,321,8,0,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,174,19,320,3,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,287,4,137,11,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,272,16,96,6,0,2026-01-19T12:56:13.558520
PCM001,Chennai,262,20,45,3,0,2026-01-19T12:56:13.558520
INS003,Mumbai,107,6,207,10,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,140,19,178,4,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,132,20,13,6,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,300,15,55,10,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,280,6,210,4,0,2026-01-19T12:56:13.558520
AZI005,Mumbai,152,11,190,9,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,233,6,102,3,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,86,22,95,6,1,2026-01-19T12:56:13.558520
AMOX002,Delhi,173,21,103,10,1,2026-01-19T12:56:13.558520
AZI005,Bangalore,176,12,248,12,0,2026-01-19T12:56:13.558520
AZI005,Chennai,122,21,313,9,1,2026-01-19T12:56:13.558520
PCM001,Delhi,108,5,138,9,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,263,2,221,12,0,2026-01-19T12:56:13.558520
INS003,Mumbai,187,10,358,9,0,2026-01-19T12:56:13.558520
PCM001,Delhi,20,22,215,6,1,2026-01-19T12:56:13.558520
AMOX002,Mumbai,235,6,191,3,0,2026-01-19T12:56:13.558520
INS003,Mumbai,150,23,283,12,1,2026-01-19T12:56:13.558520
INS003,Mumbai,297,24,199,13,1,2026-01-19T12:56:13.558520
AZI005,Hyderabad,138,25,75,9,1,2026-01-19T12:56:13.558520
AMOX002,Delhi,31,7,36,6,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,258,9,89,3,0,2026-01-19T12:56:13.558520
INS003,Mumbai,28,14,160,13,1,2026-01-19T12:56:13.558520
AZI005,Hyderabad,289,20,304,13,0,2026-01-19T12:56:13.558520
AZI005,Mumbai,197,16,151,11,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,85,23,336,3,0,2026-01-19T12:56:13.558520
INS003,Hyderabad,244,13,18,7,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,155,6,261,4,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,110,11,30,3,0,2026-01-19T12:56:13.558520
VITC004,Mumbai,40,22,339,14,1,2026-01-19T12:56:13.558520
VITC004,Mumbai,158,6,203,10,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,287,12,221,5,0,2026-01-19T12:56:13.558520
INS003,Delhi,189,5,227,3,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,191,16,172,11,0,2026-01-19T12:56:13.558520
AMOX002,Bangalore,176,11,276,5,0,2026-01-19T12:56:13.558520
VITC004,Bangalore,257,1,268,14,0,2026-01-19T12:56:13.558520
VITC004,Chennai,20,8,218,14,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,188,25,232,2,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,190,13,121,4,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,135,1,24,11,0,2026-01-19T12:56:13.558520
VITC004,Delhi,20,9,327,6,1,2026-01-19T12:56:13.558520
VITC004,Bangalore,274,21,359,3,0,2026-01-19T12:56:13.558520
INS003,Mumbai,150,15,140,10,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,285,12,320,5,0,2026-01-19T12:56:13.558520
PCM001,Delhi,28,10,132,4,1,2026-01-19T12:56:13.558520
AZI005,Mumbai,97,20,60,12,1,2026-01-19T12:56:13.558520
VITC004,Delhi,77,22,220,10,1,2026-01-19T12:56:13.558520
INS003,Delhi,268,18,169,4,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,283,17,87,10,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,111,18,104,3,0,2026-01-19T12:56:13.558520
INS003,Chennai,132,13,272,7,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,210,13,274,11,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,28,6,78,10,1,2026-01-19T12:56:13.558520
INS003,Bangalore,178,9,221,9,0,2026-01-19T12:56:13.558520
PCM001,Mumbai,43,11,104,10,1,2026-01-19T12:56:13.558520
PCM001,Hyderabad,256,13,49,10,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,269,11,52,3,0,2026-01-19T12:56:13.558520
VITC004,Hyderabad,235,14,214,3,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,160,13,179,12,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,180,11,52,10,0,2026-01-19T12:56:13.558520
PCM001,Mumbai,293,17,341,12,0,2026-01-19T12:56:13.558520
PCM001,Hyderabad,41,12,105,10,1,2026-01-19T12:56:13.558520
AZI005,Hyderabad,293,8,195,3,0,2026-01-19T12:56:13.558520
AZI005,Chennai,153,23,313,10,1,2026-01-19T12:56:13.558520
VITC004,Delhi,105,21,243,4,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,40,4,85,6,0,2026-01-19T12:56:13.558520
VITC004,Delhi,213,1,113,14,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,47,9,356,14,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,123,25,170,12,1,2026-01-19T12:56:13.558520
AZI005,Chennai,38,5,103,14,1,2026-01-19T12:56:13.558520
AZI005,Bangalore,79,5,101,2,0,2026-01-19T12:56:13.558520
VITC004,Mumbai,68,18,154,3,0,2026-01-19T12:56:13.558520
PCM001,Bangalore,181,3,310,14,0,2026-01-19T12:56:13.558520
PCM001,Delhi,25,2,128,7,0,2026-01-19T12:56:13.558520
PCM001,Mumbai,165,22,307,8,1,2026-01-19T12:56:13.558520
INS003,Bangalore,189,25,201,9,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,78,23,223,6,1,2026-01-19T12:56:13.558520
INS003,Bangalore,164,10,131,2,0,2026-01-19T12:56:13.558520
AZI005,Hyderabad,189,24,132,12,1,2026-01-19T12:56:13.558520
AZI005,Delhi,217,13,94,3,0,2026-01-19T12:56:13.558520
PCM001,Mumbai,153,20,311,12,1,2026-01-19T12:56:13.558520
PCM001,Bangalore,53,21,129,13,1,2026-01-19T12:56:13.558520
INS003,Chennai,78,12,58,7,1,2026-01-19T12:56:13.558520
PCM001,Hyderabad,66,17,251,14,1,2026-01-19T12:56:13.558520
INS003,Chennai,120,23,173,13,1,2026-01-19T12:56:13.558520
AMOX002,Mumbai,56,10,100,10,1,2026-01-19T12:56:13.558520
VITC004,Delhi,113,4,195,13,0,2026-01-19T12:56:13.558520
AMOX002,Chennai,204,8,361,11,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,122,13,360,7,0,2026-01-19T12:56:13.558520
INS003,Mumbai,283,19,118,14,0,2026-01-19T12:56:13.558520
INS003,Delhi,23,18,186,11,1,2026-01-19T12:56:13.558520
VITC004,Hyderabad,166,16,253,4,0,2026-01-19T12:56:13.558520
VITC004,Delhi,183,15,131,10,0,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,191,11,182,14,0,2026-01-19T12:56:13.558520
INS003,Chennai,165,21,347,4,0,2026-01-19T12:56:13.558520
AMOX002,Mumbai,54,8,278,14,1,2026-01-19T12:56:13.558520
VITC004,Hyderabad,103,20,278,3,0,2026-01-19T12:56:13.558520
VITC004,Mumbai,256,23,334,14,1,2026-01-19T12:56:13.558520
AZI005,Delhi,205,2,200,14,0,2026-01-19T12:56:13.558520
AZI005,Mumbai,161,2,287,5,0,2026-01-19T12:56:13.558520
PCM001,Delhi,95,9,202,10,0,2026-01-19T12:56:13.558520
AMOX002,Delhi,199,13,280,11,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,23,4,296,10,1,2026-01-19T12:56:13.558520
PCM001,Mumbai,211,15,21,9,0,2026-01-19T12:56:13.558520
AZI005,Chennai,233,20,338,14,1,2026-01-19T12:56:13.558520
VITC004,Bangalore,211,7,250,8,0,2026-01-19T12:56:13.558520
AMOX002,Hyderabad,242,18,90,3,0,2026-01-19T12:56:13.558520
INS003,Bangalore,31,2,271,4,0,2026-01-19T12:56:13.558520
VITC004,Delhi,68,10,347,7,1,2026-01-19T12:56:13.558520
INS003,Hyderabad,198,5,285,13,0,2026-01-19T12:56:13.558520
VITC004,Chennai,25,13,350,6,1,2026-01-19T12:56:13.558520
INS003,Bangalore,135,10,165,14,1,2026-01-19T12:56:13.558520
PCM001,Chennai,172,19,297,12,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,112,23,196,6,1,2026-01-19T12:56:13.558520
AMOX002,Chennai,77,14,224,11,1,2026-01-19T12:56:13.558520
INS003,Bangalore,128,17,24,2,0,2026-01-19T12:56:13.558520
AZI005,Bangalore,228,4,61,14,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,15,25,96,12,1,2026-01-19T12:56:13.559521
INS003,Bangalore,255,5,78,2,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,46,5,290,6,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,268,18,83,10,0,2026-01-19T12:56:13.559521
VITC004,Chennai,283,19,149,13,0,2026-01-19T12:56:13.559521
VITC004,Delhi,252,4,99,3,0,2026-01-19T12:56:13.559521
AZI005,Hyderabad,227,12,50,14,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,196,20,220,11,1,2026-01-19T12:56:13.559521
INS003,Chennai,137,13,79,6,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,85,10,150,13,1,2026-01-19T12:56:13.559521
PCM001,Mumbai,56,2,166,9,0,2026-01-19T12:56:13.559521
VITC004,Delhi,94,8,61,3,0,2026-01-19T12:56:13.559521
AZI005,Delhi,190,7,210,6,0,2026-01-19T12:56:13.559521
AZI005,Mumbai,292,10,69,3,0,2026-01-19T12:56:13.559521
PCM001,Hyderabad,18,13,337,3,1,2026-01-19T12:56:13.559521
AMOX002,Chennai,49,16,196,11,1,2026-01-19T12:56:13.559521
AZI005,Hyderabad,214,1,76,9,0,2026-01-19T12:56:13.559521
AZI005,Chennai,61,22,243,14,1,2026-01-19T12:56:13.559521
PCM001,Mumbai,40,7,220,8,1,2026-01-19T12:56:13.559521
AMOX002,Delhi,184,21,132,7,0,2026-01-19T12:56:13.559521
INS003,Delhi,60,24,282,4,1,2026-01-19T12:56:13.559521
PCM001,Bangalore,129,7,294,3,0,2026-01-19T12:56:13.559521
AMOX002,Bangalore,103,18,112,11,1,2026-01-19T12:56:13.559521
VITC004,Delhi,212,4,174,9,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,80,19,307,7,1,2026-01-19T12:56:13.559521
AMOX002,Delhi,114,4,31,5,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,219,13,304,9,0,2026-01-19T12:56:13.559521
AMOX002,Chennai,64,6,252,4,0,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,138,22,166,7,1,2026-01-19T12:56:13.559521
VITC004,Bangalore,70,22,247,9,1,2026-01-19T12:56:13.559521
PCM001,Mumbai,261,7,108,11,0,2026-01-19T12:56:13.559521
AZI005,Chennai,233,24,220,5,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,255,18,311,8,0,2026-01-19T12:56:13.559521
INS003,Chennai,246,10,328,12,0,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,15,8,43,9,1,2026-01-19T12:56:13.559521
INS003,Chennai,23,3,356,3,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,270,19,281,11,0,2026-01-19T12:56:13.559521
AMOX002,Delhi,156,15,19,11,1,2026-01-19T12:56:13.559521
AMOX002,Mumbai,40,17,224,5,1,2026-01-19T12:56:13.559521
PCM001,Chennai,274,16,46,14,0,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,196,13,64,13,0,2026-01-19T12:56:13.559521
PCM001,Delhi,222,8,283,10,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,207,6,117,14,0,2026-01-19T12:56:13.559521
INS003,Chennai,253,16,50,5,0,2026-01-19T12:56:13.559521
AZI005,Hyderabad,60,13,363,14,1,2026-01-19T12:56:13.559521
AZI005,Bangalore,20,21,31,10,1,2026-01-19T12:56:13.559521
AZI005,Mumbai,25,22,227,12,1,2026-01-19T12:56:13.559521
AMOX002,Hyderabad,111,21,342,10,1,2026-01-19T12:56:13.559521
VITC004,Mumbai,125,2,325,12,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,296,21,65,11,0,2026-01-19T12:56:13.559521
VITC004,Mumbai,87,4,232,5,0,2026-01-19T12:56:13.559521
INS003,Mumbai,275,19,279,11,0,2026-01-19T12:56:13.559521
VITC004,Hyderabad,53,11,210,11,1,2026-01-19T12:56:13.559521
INS003,Mumbai,182,14,153,12,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,231,9,125,12,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,71,6,340,6,0,2026-01-19T12:56:13.559521
VITC004,Chennai,129,9,205,3,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,52,11,344,2,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,81,4,83,4,0,2026-01-19T12:56:13.559521
INS003,Bangalore,76,5,79,12,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,293,15,126,2,0,2026-01-19T12:56:13.559521
PCM001,Chennai,275,17,144,14,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,141,25,72,3,0,2026-01-19T12:56:13.559521
AMOX002,Mumbai,88,12,149,3,0,2026-01-19T12:56:13.559521
PCM001,Chennai,84,12,167,14,1,2026-01-19T12:56:13.559521
INS003,Delhi,143,6,97,9,0,2026-01-19T12:56:13.559521
VITC004,Bangalore,58,24,296,4,1,2026-01-19T12:56:13.559521
INS003,Bangalore,93,21,363,12,1,2026-01-19T12:56:13.559521
AMOX002,Mumbai,58,18,217,2,0,2026-01-19T12:56:13.559521
AZI005,Bangalore,184,3,120,13,0,2026-01-19T12:56:13.559521
PCM001,Mumbai,276,20,210,7,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,193,8,148,14,0,2026-01-19T12:56:13.559521
PCM001,Bangalore,196,5,294,8,0,2026-01-19T12:56:13.559521
