product_id,location,stock_level,daily_sales,expiry_days,lead_time_days,timestamp
PAN040,Central_Warehouse,113,67,212,7,2024-01-04
ASP075,Central_Warehouse,729,71,338,7,2024-01-04
PCM001,Central_Warehouse,978,110,141,7,2024-01-05
AMX500,Central_Warehouse,554,66,90,7,2024-01-05
IBU400,Central_Warehouse,728,69,151,7,2024-01-05
MET850,Central_Warehouse,432,67,119,7,2024-01-05
CTZ010,Central_Warehouse,143,67,244,7,2024-01-05
OMP020,Central_Warehouse,468,69,90,7,2024-01-05
AZI250,Central_Warehouse,933,69,277,7,2024-01-05
DOL650,Central_Warehouse,895,117,247,7,2024-01-05
PAN040,Central_Warehouse,160,72,364,7,2024-01-05
ASP075,Central_Warehouse,212,69,282,7,2024-01-05
PCM001,Central_Warehouse,890,141,189,7,2024-01-06
AMX500,Central_Warehouse,585,81,209,7,2024-01-06
IBU400,Central_Warehouse,713,84,257,7,2024-01-06
MET850,Central_Warehouse,295,88,247,7,2024-01-06
CTZ010,Central_Warehouse,194,85,360,7,2024-01-06
OMP020,Central_Warehouse,548,86,169,7,2024-01-06
AZI250,Central_Warehouse,922,84,234,7,2024-01-06
DOL650,Central_Warehouse,830,134,159,7,2024-01-06
PAN040,Central_Warehouse,511,84,156,7,2024-01-06
ASP075,Central_Warehouse,897,83,223,7,2024-01-06
PCM001,Central_Warehouse,433,133,286,7,2024-01-07
AMX500,Central_Warehouse,938,82,344,7,2024-01-07
IBU400,Central_Warehouse,265,84,251,7,2024-01-07
MET850,Central_Warehouse,164,84,313,7,2024-01-07
CTZ010,Central_Warehouse,605,84,44,7,2024-01-07
OMP020,Central_Warehouse,271,80,363,7,2024-01-07
AZI250,Central_Warehouse,251,86,218,7,2024-01-07
DOL650,Central_Warehouse,976,141,105,7,2024-01-07
PAN040,Central_Warehouse,861,83,162,7,2024-01-07
ASP075,Central_Warehouse,708,84,44,7,2024-01-07
PCM001,Central_Warehouse,794,97,95,7,2024-01-08
AMX500,Central_Warehouse,909,64,122,7,2024-01-08
IBU400,Central_Warehouse,307,61,166,7,2024-01-08
MET850,Central_Warehouse,662,62,67,7,2024-01-08
CTZ010,Central_Warehouse,336,65,147,7,2024-01-08
OMP020,Central_Warehouse,850,60,219,7,2024-01-08
AZI250,Central_Warehouse,526,64,129,7,2024-01-08
DOL650,Central_Warehouse,103,105,294,7,2024-01-08
PAN040,Central_Warehouse,386,62,166,7,2024-01-08
ASP075,Central_Warehouse,511,62,131,7,2024-01-08
PCM001,Central_Warehouse,286,109,94,7,2024-01-09
AMX500,Central_Warehouse,502,72,329,7,2024-01-09
IBU400,Central_Warehouse,931,71,236,7,2024-01-09
MET850,Central_Warehouse,768,73,222,7,2024-01-09
CTZ010,Central_Warehouse,118,69,113,7,2024-01-09
OMP020,Central_Warehouse,854,68,284,7,2024-01-09
AZI250,Central_Warehouse,913,72,352,7,2024-01-09
DOL650,Central_Warehouse,872,108,250,7,2024-01-09
PAN040,Central_Warehouse,275,73,248,7,2024-01-09
ASP075,Central_Warehouse,951,70,288,7,2024-01-09
PCM001,Central_Warehouse,935,117,126,7,2024-01-10
AMX500,Central_Warehouse,169,71,51,7,2024-01-10
IBU400,Central_Warehouse,804,73,176,7,2024-01-10
MET850,Central_Warehouse,627,68,338,7,2024-01-10
CTZ010,Central_Warehouse,610,67,322,7,2024-01-10
OMP020,Central_Warehouse,484,72,115,7,2024-01-10
AZI250,Central_Warehouse,931,68,314,7,2024-01-10
DOL650,Central_Warehouse,941,115,161,7,2024-01-10
PAN040,Central_Warehouse,973,69,318,7,2024-01-10
ASP075,Central_Warehouse,445,67,211,7,2024-01-10
PCM001,Central_Warehouse,918,116,293,7,2024-01-11
AMX500,Central_Warehouse,976,73,200,7,2024-01-11
IBU400,Central_Warehouse,211,69,322,7,2024-01-11
MET850,Central_Warehouse,832,72,296,7,2024-01-11
CTZ010,Central_Warehouse,212,69,276,7,2024-01-11
OMP020,Central_Warehouse,515,70,54,7,2024-01-11
AZI250,Central_Warehouse,124,73,317,7,2024-01-11
DOL650,Central_Warehouse,676,113,212,7,2024-01-11
PAN040,Central_Warehouse,503,67,66,7,2024-01-11
ASP075,Central_Warehouse,928,73,108,7,2024-01-11
PCM001,Central_Warehouse,394,115,264,7,2024-01-12
AMX500,Central_Warehouse,586,69,360,7,2024-01-12
IBU400,Central_Warehouse,878,69,329,7,2024-01-12
MET850,Central_Warehouse,158,67,214,7,2024-01-12
CTZ010,Central_Warehouse,146,72,278,7,2024-01-12
OMP020,Central_Warehouse,511,69,178,7,2024-01-12
AZI250,Central_Warehouse,368,70,86,7,2024-01-12
DOL650,Central_Warehouse,332,112,278,7,2024-01-12
PAN040,Central_Warehouse,789,70,194,7,2024-01-12
ASP075,Central_Warehouse,519,69,104,7,2024-01-12
PCM001,Central_Warehouse,542,131,60,7,2024-01-13
AMX500,Central_Warehouse,525,84,67,7,2024-01-13
IBU400,Central_Warehouse,172,81,232,7,2024-01-13
MET850,Central_Warehouse,592,85,269,7,2024-01-13
CTZ010,Central_Warehouse,733,82,154,7,2024-01-13
OMP020,Central_Warehouse,919,84,198,7,2024-01-13
AZI250,Central_Warehouse,240,86,167,7,2024-01-13
DOL650,Central_Warehouse,582,138,246,7,2024-01-13
PAN040,Central_Warehouse,115,83,88,7,2024-01-13
ASP075,Central_Warehouse,513,86,254,7,2024-01-13
PCM001,Central_Warehouse,911,137,282,7,2024-01-14
AMX500,Central_Warehouse,740,82,206,7,2024-01-14
IBU400,Central_Warehouse,148,86,301,7,2024-01-14
MET850,Central_Warehouse,904,86,182,7,2024-01-14
CTZ010,Central_Warehouse,289,82,51,7,2024-01-14
OMP020,Central_Warehouse,165,85,238,7,2024-01-14
AZI250,Central_Warehouse,453,85,200,7,2024-01-14
DOL650,Central_Warehouse,751,142,225,7,2024-01-14
PAN040,Central_Warehouse,281,86,328,7,2024-01-14
ASP075,Central_Warehouse,501,84,80,7,2024-01-14
PCM001,Central_Warehouse,337,101,303,7,2024-01-15
AMX500,Central_Warehouse,869,62,98,7,2024-01-15
IBU400,Central_Warehouse,529,63,224,7,2024-01-15
MET850,Central_Warehouse,356,65,59,7,2024-01-15
CTZ010,Central_Warehouse,243,64,48,7,2024-01-15
OMP020,Central_Warehouse,543,62,147,7,2024-01-15
AZI250,Central_Warehouse,699,66,182,7,2024-01-15
DOL650,Central_Warehouse,455,99,99,7,2024-01-15
PAN040,Central_Warehouse,839,62,160,7,2024-01-15
ASP075,Central_Warehouse,569,62,302,7,2024-01-15
PCM001,Central_Warehouse,844,110,113,7,2024-01-16
AMX500,Central_Warehouse,630,74,98,7,2024-01-16
IBU400,Central_Warehouse,247,71,319,7,2024-01-16
MET850,Central_Warehouse,664,68,196,7,2024-01-16
CTZ010,Central_Warehouse,184,67,40,7,2024-01-16
OMP020,Central_Warehouse,194,69,123,7,2024-01-16
AZI250,Central_Warehouse,572,70,163,7,2024-01-16
DOL650,Central_Warehouse,151,110,100,7,2024-01-16
PAN040,Central_Warehouse,807,71,101,7,2024-01-16
ASP075,Central_Warehouse,256,73,211,7,2024-01-16
PCM001,Central_Warehouse,531,110,324,7,2024-01-17
AMX500,Central_Warehouse,847,70,42,7,2024-01-17
IBU400,Central_Warehouse,690,70,192,7,2024-01-17
MET850,Central_Warehouse,297,67,161,7,2024-01-17
CTZ010,Central_Warehouse,114,67,69,7,2024-01-17
OMP020,Central_Warehouse,824,70,69,7,2024-01-17
AZI250,Central_Warehouse,928,72,352,7,2024-01-17
DOL650,Central_Warehouse,468,114,167,7,2024-01-17
PAN040,Central_Warehouse,901,67,135,7,2024-01-17
ASP075,Central_Warehouse,473,69,161,7,2024-01-17
PCM001,Central_Warehouse,818,113,338,7,2024-01-18
AMX500,Central_Warehouse,262,72,34,7,2024-01-18
IBU400,Central_Warehouse,266,72,151,7,2024-01-18
MET850,Central_Warehouse,181,69,190,7,2024-01-18
CTZ010,Central_Warehouse,656,67,95,7,2024-01-18
OMP020,Central_Warehouse,312,71,95,7,2024-01-18
AZI250,Central_Warehouse,295,73,97,7,2024-01-18
DOL650,Central_Warehouse,456,118,160,7,2024-01-18
PAN040,Central_Warehouse,678,69,186,7,2024-01-18
ASP075,Central_Warehouse,565,72,292,7,2024-01-18
PCM001,Central_Warehouse,486,112,212,7,2024-01-19
AMX500,Central_Warehouse,142,67,205,7,2024-01-19
IBU400,Central_Warehouse,572,69,79,7,2024-01-19
MET850,Central_Warehouse,412,69,136,7,2024-01-19
CTZ010,Central_Warehouse,301,74,129,7,2024-01-19
OMP020,Central_Warehouse,165,68,260,7,2024-01-19
AZI250,Central_Warehouse,792,70,123,7,2024-01-19
DOL650,Central_Warehouse,351,116,120,7,2024-01-19
PAN040,Central_Warehouse,240,73,52,7,2024-01-19
ASP075,Central_Warehouse,877,72,251,7,2024-01-19
PCM001,Central_Warehouse,151,139,77,7,2024-01-20
AMX500,Central_Warehouse,645,83,97,7,2024-01-20
IBU400,Central_Warehouse,687,82,77,7,2024-01-20
MET850,Central_Warehouse,953,84,105,7,2024-01-20
CTZ010,Central_Warehouse,850,82,243,7,2024-01-20
OMP020,Central_Warehouse,297,83,190,7,2024-01-20
AZI250,Central_Warehouse,825,83,350,7,2024-01-20
DOL650,Central_Warehouse,357,143,75,7,2024-01-20
PAN040,Central_Warehouse,181,87,33,7,2024-01-20
ASP075,Central_Warehouse,387,84,305,7,2024-01-20
PCM001,Central_Warehouse,631,133,213,7,2024-01-21
AMX500,Central_Warehouse,519,84,347,7,2024-01-21
IBU400,Central_Warehouse,967,87,49,7,2024-01-21
MET850,Central_Warehouse,938,84,96,7,2024-01-21
CTZ010,Central_Warehouse,769,89,107,7,2024-01-21
OMP020,Central_Warehouse,775,86,252,7,2024-01-21
AZI250,Central_Warehouse,963,84,296,7,2024-01-21
DOL650,Central_Warehouse,636,139,68,7,2024-01-21
PAN040,Central_Warehouse,420,89,200,7,2024-01-21
ASP075,Central_Warehouse,286,86,63,7,2024-01-21
PCM001,Central_Warehouse,945,97,185,7,2024-01-22
AMX500,Central_Warehouse,874,62,165,7,2024-01-22
IBU400,Central_Warehouse,489,66,42,7,2024-01-22
MET850,Central_Warehouse,859,60,43,7,2024-01-22
CTZ010,Central_Warehouse,987,67,300,7,2024-01-22
OMP020,Central_Warehouse,679,65,329,7,2024-01-22
AZI250,Central_Warehouse,703,61,106,7,2024-01-22
DOL650,Central_Warehouse,898,98,74,7,2024-01-22
PAN040,Central_Warehouse,916,64,321,7,2024-01-22
ASP075,Central_Warehouse,223,66,259,7,2024-01-22
PCM001,Central_Warehouse,114,113,169,7,2024-01-23
AMX500,Central_Warehouse,680,73,169,7,2024-01-23
IBU400,Central_Warehouse,332,69,133,7,2024-01-23
MET850,Central_Warehouse,133,72,153,7,2024-01-23
CTZ010,Central_Warehouse,515,67,346,7,2024-01-23
OMP020,Central_Warehouse,481,68,273,7,2024-01-23
AZI250,Central_Warehouse,225,68,197,7,2024-01-23
DOL650,Central_Warehouse,268,113,219,7,2024-01-23
PAN040,Central_Warehouse,952,68,283,7,2024-01-23
ASP075,Central_Warehouse,136,73,241,7,2024-01-23
PCM001,Central_Warehouse,103,118,312,7,2024-01-24
AMX500,Central_Warehouse,799,67,259,7,2024-01-24
IBU400,Central_Warehouse,726,73,296,7,2024-01-24
MET850,Central_Warehouse,185,72,348,7,2024-01-24
CTZ010,Central_Warehouse,847,70,349,7,2024-01-24
OMP020,Central_Warehouse,104,72,68,7,2024-01-24
AZI250,Central_Warehouse,207,68,319,7,2024-01-24
DOL650,Central_Warehouse,326,115,108,7,2024-01-24
PAN040,Central_Warehouse,680,71,283,7,2024-01-24
ASP075,Central_Warehouse,983,67,201,7,2024-01-24
PCM001,Central_Warehouse,199,119,139,7,2024-01-25
AMX500,Central_Warehouse,998,74,327,7,2024-01-25
IBU400,Central_Warehouse,520,67,355,7,2024-01-25
MET850,Central_Warehouse,143,70,65,7,2024-01-25
CTZ010,Central_Warehouse,308,73,175,7,2024-01-25
OMP020,Central_Warehouse,544,68,129,7,2024-01-25
AZI250,Central_Warehouse,695,67,329,7,2024-01-25
DOL650,Central_Warehouse,557,117,229,7,2024-01-25
PAN040,Central_Warehouse,605,71,252,7,2024-01-25
ASP075,Central_Warehouse,302,69,162,7,2024-01-25
PCM001,Central_Warehouse,351,117,30,7,2024-01-26
AMX500,Central_Warehouse,482,69,57,7,2024-01-26
IBU400,Central_Warehouse,831,68,345,7,2024-01-26
MET850,Central_Warehouse,575,73,330,7,2024-01-26
CTZ010,Central_Warehouse,415,72,350,7,2024-01-26
OMP020,Central_Warehouse,541,72,47,7,2024-01-26
AZI250,Central_Warehouse,230,74,255,7,2024-01-26
DOL650,Central_Warehouse,529,111,258,7,2024-01-26
PAN040,Central_Warehouse,814,72,133,7,2024-01-26
ASP075,Central_Warehouse,219,69,40,7,2024-01-26
PCM001,Central_Warehouse,812,133,298,7,2024-01-27
AMX500,Central_Warehouse,821,86,322,7,2024-01-27
IBU400,Central_Warehouse,961,89,248,7,2024-01-27
MET850,Central_Warehouse,843,89,338,7,2024-01-27
CTZ010,Central_Warehouse,121,87,344,7,2024-01-27
OMP020,Central_Warehouse,394,84,358,7,2024-01-27
AZI250,Central_Warehouse,195,83,66,7,2024-01-27
DOL650,Central_Warehouse,111,143,79,7,2024-01-27
PAN040,Central_Warehouse,327,86,186,7,2024-01-27
ASP075,Central_Warehouse,329,83,118,7,2024-01-27
PCM001,Central_Warehouse,566,135,349,7,2024-01-28
AMX500,Central_Warehouse,522,83,353,7,2024-01-28
IBU400,Central_Warehouse,200,85,61,7,2024-01-28
MET850,Central_Warehouse,374,85,163,7,2024-01-28
CTZ010,Central_Warehouse,506,88,196,7,2024-01-28
OMP020,Central_Warehouse,978,89,172,7,2024-01-28
AZI250,Central_Warehouse,593,89,191,7,2024-01-28
DOL650,Central_Warehouse,853,131,339,7,2024-01-28
PAN040,Central_Warehouse,265,86,156,7,2024-01-28
ASP075,Central_Warehouse,299,88,295,7,2024-01-28
PCM001,Central_Warehouse,997,98,214,7,2024-01-29
AMX500,Central_Warehouse,163,63,199,7,2024-01-29
IBU400,Central_Warehouse,799,67,232,7,2024-01-29
MET850,Central_Warehouse,388,66,118,7,2024-01-29
CTZ010,Central_Warehouse,517,65,300,7,2024-01-29
OMP020,Central_Warehouse,995,65,211,7,2024-01-29
AZI250,Central_Warehouse,475,66,207,7,2024-01-29
DOL650,Central_Warehouse,228,98,177,7,2024-01-29
PAN040,Central_Warehouse,495,62,124,7,2024-01-29
ASP075,Central_Warehouse,318,63,329,7,2024-01-29
PCM001,Central_Warehouse,967,117,165,7,2024-01-30
AMX500,Central_Warehouse,711,72,283,7,2024-01-30
IBU400,Central_Warehouse,275,68,90,7,2024-01-30
MET850,Central_Warehouse,852,74,269,7,2024-01-30
CTZ010,Central_Warehouse,219,72,208,7,2024-01-30
OMP020,Central_Warehouse,789,74,196,7,2024-01-30
AZI250,Central_Warehouse,401,74,287,7,2024-01-30
DOL650,Central_Warehouse,334,119,332,7,2024-01-30
PAN040,Central_Warehouse,269,72,205,7,2024-01-30
ASP075,Central_Warehouse,124,74,109,7,2024-01-30
PCM001,Central_Warehouse,705,111,159,7,2024-01-31
AMX500,Central_Warehouse,313,72,69,7,2024-01-31
IBU400,Central_Warehouse,767,71,201,7,2024-01-31
MET850,Central_Warehouse,312,72,227,7,2024-01-31
CTZ010,Central_Warehouse,848,74,129,7,2024-01-31
OMP020,Central_Warehouse,370,70,102,7,2024-01-31
AZI250,Central_Warehouse,530,74,134,7,2024-01-31
DOL650,Central_Warehouse,149,115,289,7,2024-01-31
PAN040,Central_Warehouse,563,70,351,7,2024-01-31
ASP075,Central_Warehouse,205,73,109,7,2024-01-31
PCM001,Central_Warehouse,824,81,218,7,2024-02-01
AMX500,Central_Warehouse,619,48,308,7,2024-02-01
IBU400,Central_Warehouse,153,53,136,7,2024-02-01
MET850,Central_Warehouse,291,50,93,7,2024-02-01
CTZ010,Central_Warehouse,496,50,345,7,2024-02-01
OMP020,Central_Warehouse,711,50,169,7,2024-02-01
AZI250,Central_Warehouse,829,51,173,7,2024-02-01
DOL650,Central_Warehouse,798,82,57,7,2024-02-01
PAN040,Central_Warehouse,935,49,196,7,2024-02-01
ASP075,Central_Warehouse,505,50,151,7,2024-02-01
PCM001,Central_Warehouse,446,79,181,7,2024-02-02
AMX500,Central_Warehouse,917,50,266,7,2024-02-02
IBU400,Central_Warehouse,576,51,118,7,2024-02-02
MET850,Central_Warehouse,907,49,151,7,2024-02-02
CTZ010,Central_Warehouse,587,50,233,7,2024-02-02
OMP020,Central_Warehouse,496,51,354,7,2024-02-02
AZI250,Central_Warehouse,225,49,275,7,2024-02-02
DOL650,Central_Warehouse,733,83,223,7,2024-02-02
PAN040,Central_Warehouse,561,52,64,7,2024-02-02
ASP075,Central_Warehouse,274,51,343,7,2024-02-02
PCM001,Central_Warehouse,600,99,97,7,2024-02-03
AMX500,Central_Warehouse,463,59,362,7,2024-02-03
IBU400,Central_Warehouse,361,64,104,7,2024-02-03
MET850,Central_Warehouse,854,62,286,7,2024-02-03
CTZ010,Central_Warehouse,834,62,164,7,2024-02-03
OMP020,Central_Warehouse,870,61,152,7,2024-02-03
AZI250,Central_Warehouse,376,63,213,7,2024-02-03
DOL650,Central_Warehouse,104,98,237,7,2024-02-03
PAN040,Central_Warehouse,982,60,210,7,2024-02-03
ASP075,Central_Warehouse,387,62,181,7,2024-02-03
PCM001,Central_Warehouse,650,95,263,7,2024-02-04
AMX500,Central_Warehouse,621,59,333,7,2024-02-04
IBU400,Central_Warehouse,997,64,134,7,2024-02-04
MET850,Central_Warehouse,875,61,232,7,2024-02-04
CTZ010,Central_Warehouse,745,63,63,7,2024-02-04
OMP020,Central_Warehouse,653,64,94,7,2024-02-04
AZI250,Central_Warehouse,995,62,187,7,2024-02-04
DOL650,Central_Warehouse,189,95,253,7,2024-02-04
PAN040,Central_Warehouse,865,64,133,7,2024-02-04
ASP075,Central_Warehouse,821,62,283,7,2024-02-04
PCM001,Central_Warehouse,829,72,63,7,2024-02-05
AMX500,Central_Warehouse,128,44,93,7,2024-02-05
IBU400,Central_Warehouse,753,47,270,7,2024-02-05
MET850,Central_Warehouse,611,44,203,7,2024-02-05
CTZ010,Central_Warehouse,167,46,94,7,2024-02-05
OMP020,Central_Warehouse,871,45,82,7,2024-02-05
AZI250,Central_Warehouse,758,45,217,7,2024-02-05
DOL650,Central_Warehouse,257,77,49,7,2024-02-05
PAN040,Central_Warehouse,289,48,179,7,2024-02-05
ASP075,Central_Warehouse,264,48,105,7,2024-02-05
PCM001,Central_Warehouse,355,81,364,7,2024-02-06
AMX500,Central_Warehouse,385,51,182,7,2024-02-06
IBU400,Central_Warehouse,430,52,219,7,2024-02-06
MET850,Central_Warehouse,242,50,207,7,2024-02-06
CTZ010,Central_Warehouse,375,50,296,7,2024-02-06
OMP020,Central_Warehouse,782,51,41,7,2024-02-06
AZI250,Central_Warehouse,504,52,101,7,2024-02-06
DOL650,Central_Warehouse,291,82,83,7,2024-02-06
PAN040,Central_Warehouse,762,53,249,7,2024-02-06
ASP075,Central_Warehouse,648,52,140,7,2024-02-06
PCM001,Central_Warehouse,739,78,348,7,2024-02-07
AMX500,Central_Warehouse,541,49,301,7,2024-02-07
IBU400,Central_Warehouse,465,53,274,7,2024-02-07
MET850,Central_Warehouse,315,52,74,7,2024-02-07
CTZ010,Central_Warehouse,915,53,359,7,2024-02-07
OMP020,Central_Warehouse,568,53,56,7,2024-02-07
AZI250,Central_Warehouse,427,53,248,7,2024-02-07
DOL650,Central_Warehouse,848,78,231,7,2024-02-07
PAN040,Central_Warehouse,285,49,116,7,2024-02-07
ASP075,Central_Warehouse,154,51,151,7,2024-02-07
PCM001,Central_Warehouse,913,80,212,7,2024-02-08
AMX500,Central_Warehouse,851,54,88,7,2024-02-08
IBU400,Central_Warehouse,147,52,355,7,2024-02-08
MET850,Central_Warehouse,468,53,70,7,2024-02-08
CTZ010,Central_Warehouse,932,54,53,7,2024-02-08
OMP020,Central_Warehouse,108,49,40,7,2024-02-08
AZI250,Central_Warehouse,575,49,318,7,2024-02-08
DOL650,Central_Warehouse,483,83,364,7,2024-02-08
PAN040,Central_Warehouse,912,50,354,7,2024-02-08
ASP075,Central_Warehouse,583,51,36,7,2024-02-08
PCM001,Central_Warehouse,790,83,299,7,2024-02-09
AMX500,Central_Warehouse,956,49,228,7,2024-02-09
IBU400,Central_Warehouse,553,53,118,7,2024-02-09
MET850,Central_Warehouse,626,49,308,7,2024-02-09
CTZ010,Central_Warehouse,596,49,86,7,2024-02-09
OMP020,Central_Warehouse,838,53,289,7,2024-02-09
AZI250,Central_Warehouse,437,52,51,7,2024-02-09
DOL650,Central_Warehouse,783,85,101,7,2024-02-09
PAN040,Central_Warehouse,147,53,193,7,2024-02-09
ASP075,Central_Warehouse,968,53,167,7,2024-02-09
PCM001,Central_Warehouse,450,102,276,7,2024-02-10
AMX500,Central_Warehouse,442,60,274,7,2024-02-10
IBU400,Central_Warehouse,714,64,106,7,2024-02-10
MET850,Central_Warehouse,132,60,91,7,2024-02-10
CTZ010,Central_Warehouse,726,60,97,7,2024-02-10
OMP020,Central_Warehouse,554,62,237,7,2024-02-10
AZI250,Central_Warehouse,679,63,250,7,2024-02-10
DOL650,Central_Warehouse,424,95,275,7,2024-02-10
PAN040,Central_Warehouse,892,64,222,7,2024-02-10
ASP075,Central_Warehouse,517,62,323,7,2024-02-10
PCM001,Central_Warehouse,742,97,356,7,2024-02-11
AMX500,Central_Warehouse,981,62,220,7,2024-02-11
IBU400,Central_Warehouse,467,59,210,7,2024-02-11
MET850,Central_Warehouse,207,62,337,7,2024-02-11
CTZ010,Central_Warehouse,825,65,108,7,2024-02-11
OMP020,Central_Warehouse,957,62,59,7,2024-02-11
AZI250,Central_Warehouse,450,60,236,7,2024-02-11
DOL650,Central_Warehouse,728,104,152,7,2024-02-11
PAN040,Central_Warehouse,393,60,286,7,2024-02-11
ASP075,Central_Warehouse,432,59,153,7,2024-02-11
PCM001,Central_Warehouse,736,76,170,7,2024-02-12
AMX500,Central_Warehouse,708,47,291,7,2024-02-12
IBU400,Central_Warehouse,986,47,72,7,2024-02-12
MET850,Central_Warehouse,958,45,246,7,2024-02-12
CTZ010,Central_Warehouse,601,45,228,7,2024-02-12
OMP020,Central_Warehouse,747,46,98,7,2024-02-12
AZI250,Central_Warehouse,931,44,327,7,2024-02-12
DOL650,Central_Warehouse,785,78,59,7,2024-02-12
PAN040,Central_Warehouse,158,45,62,7,2024-02-12
ASP075,Central_Warehouse,162,44,144,7,2024-02-12
PCM001,Central_Warehouse,446,83,45,7,2024-02-13
AMX500,Central_Warehouse,451,53,152,7,2024-02-13
IBU400,Central_Warehouse,507,49,159,7,2024-02-13
MET850,Central_Warehouse,378,53,64,7,2024-02-13
CTZ010,Central_Warehouse,967,54,175,7,2024-02-13
OMP020,Central_Warehouse,970,51,65,7,2024-02-13
AZI250,Central_Warehouse,981,50,357,7,2024-02-13
DOL650,Central_Warehouse,946,85,255,7,2024-02-13
PAN040,Central_Warehouse,726,50,67,7,2024-02-13
ASP075,Central_Warehouse,666,50,164,7,2024-02-13
PCM001,Central_Warehouse,580,81,202,7,2024-02-14
AMX500,Central_Warehouse,920,53,285,7,2024-02-14
IBU400,Central_Warehouse,965,50,294,7,2024-02-14
MET850,Central_Warehouse,860,51,298,7,2024-02-14
CTZ010,Central_Warehouse,304,53,171,7,2024-02-14
OMP020,Central_Warehouse,340,53,52,7,2024-02-14
AZI250,Central_Warehouse,420,51,129,7,2024-02-14
DOL650,Central_Warehouse,259,79,313,7,2024-02-14
PAN040,Central_Warehouse,216,52,348,7,2024-02-14
ASP075,Central_Warehouse,547,50,186,7,2024-02-14
PCM001,Central_Warehouse,632,82,341,7,2024-02-15
AMX500,Central_Warehouse,720,54,77,7,2024-02-15
IBU400,Central_Warehouse,958,52,83,7,2024-02-15
MET850,Central_Warehouse,305,49,164,7,2024-02-15
CTZ010,Central_Warehouse,515,51,285,7,2024-02-15
OMP020,Central_Warehouse,907,51,157,7,2024-02-15
AZI250,Central_Warehouse,697,54,211,7,2024-02-15
DOL650,Central_Warehouse,813,79,296,7,2024-02-15
PAN040,Central_Warehouse,527,53,73,7,2024-02-15
ASP075,Central_Warehouse,958,49,54,7,2024-02-15
PCM001,Central_Warehouse,119,82,360,7,2024-02-16
AMX500,Central_Warehouse,775,52,218,7,2024-02-16
IBU400,Central_Warehouse,102,51,128,7,2024-02-16
MET850,Central_Warehouse,975,51,206,7,2024-02-16
CTZ010,Central_Warehouse,151,52,329,7,2024-02-16
OMP020,Central_Warehouse,620,53,71,7,2024-02-16
AZI250,Central_Warehouse,574,50,330,7,2024-02-16
DOL650,Central_Warehouse,814,82,344,7,2024-02-16
PAN040,Central_Warehouse,201,51,350,7,2024-02-16
ASP075,Central_Warehouse,965,52,268,7,2024-02-16
PCM001,Central_Warehouse,116,94,272,7,2024-02-17
AMX500,Central_Warehouse,685,64,200,7,2024-02-17
IBU400,Central_Warehouse,904,62,72,7,2024-02-17
MET850,Central_Warehouse,901,59,146,7,2024-02-17
CTZ010,Central_Warehouse,982,65,350,7,2024-02-17
OMP020,Central_Warehouse,886,60,198,7,2024-02-17
AZI250,Central_Warehouse,340,62,285,7,2024-02-17
DOL650,Central_Warehouse,739,104,173,7,2024-02-17
PAN040,Central_Warehouse,346,62,125,7,2024-02-17
ASP075,Central_Warehouse,888,59,339,7,2024-02-17
