timestamp,product_id,daily_sales
2025-12-17,AMOX002,43
2025-12-18,AMOX002,45
2025-12-19,AMOX002,40
2025-12-20,AMOX002,23
2025-12-21,AMOX002,26
2025-12-22,AMOX002,40
2025-12-23,AMOX002,42
2025-12-24,AMOX002,35
2025-12-25,AMOX002,32
2025-12-26,AMOX002,54
2025-12-27,AMOX002,32
2025-12-28,AMOX002,23
2025-12-29,AMOX002,49
2025-12-30,AMOX002,35
2025-12-31,AMOX002,31
2026-01-01,AMOX002,53
2026-01-02,AMOX002,30
2026-01-03,AMOX002,35
2026-01-04,AMOX002,22
2026-01-05,AMOX002,54
2026-01-06,AMOX002,38
2026-01-07,AMOX002,44
2026-01-08,AMOX002,51
2026-01-09,AMOX002,39
2026-01-10,AMOX002,37
2026-01-11,AMOX002,28
2026-01-12,AMOX002,33
2026-01-13,AMOX002,44
2026-01-14,AMOX002,35
2026-01-15,AMOX002,48
2026-01-16,AMOX002,33
2026-01-17,AMOX002,37
2026-01-18,AMOX002,32
2026-01-19,AMOX002,50
2026-01-20,AMOX002,31
2026-01-21,AMOX002,46
2026-01-22,AMOX002,35
2026-01-23,AMOX002,47
2026-01-24,AMOX002,21
2026-01-25,AMOX002,32
2026-01-26,AMOX002,42
2026-01-27,AMOX002,31
2026-01-28,AMOX002,37
2026-01-29,AMOX002,39
2026-01-30,AMOX002,53
2026-01-31,AMOX002,33
2026-02-01,AMOX002,36
2026-02-02,AMOX002,47
2026-02-03,AMOX002,30
2026-02-04,AMOX002,43
2026-02-05,AMOX002,30
2026-02-06,AMOX002,30
2026-02-07,AMOX002,24
2026-02-08,AMOX002,35
2026-02-09,AMOX002,44
2026-02-10,AMOX002,32
2026-02-11,AMOX002,51
2026-02-12,AMOX002,39
2026-02-13,AMOX002,48
2026-02-14,AMOX002,33
2026-02-15,AMOX002,28
2026-02-16,AMOX002,31
2026-02-17,AMOX002,44
2026-02-18,AMOX002,43
2026-02-19,AMOX002,39
2026-02-20,AMOX002,45
2026-02-21,AMOX002,21
2026-02-22,AMOX002,26
2025-08-27,INS003,32
2025-08-28,INS003,22
2025-08-29,INS003,31
2025-08-30,INS003,20
2025-08-31,INS003,26
2025-09-01,INS003,20
2025-09-02,INS003,35
2025-09-03,INS003,43
2025-09-04,INS003,27
2025-09-05,INS003,35
2025-09-06,INS003,18
2025-09-07,INS003,25
2025-09-08,INS003,30
2025-09-09,INS003,20
2025-09-10,INS003,40
2025-09-11,INS003,22
2025-09-12,INS003,30
2025-09-13,INS003,14
2025-09-14,INS003,15
2025-09-15,INS003,43
2025-09-16,INS003,26
2025-09-17,INS003,40
2025-09-18,INS003,32
2025-09-19,INS003,35
2025-09-20,INS003,28
2025-09-21,INS003,23
2025-09-22,INS003,41
2025-09-23,INS003,30
2025-09-24,INS003,28
2025-09-25,INS003,26
2025-09-26,INS003,32
2025-09-27,INS003,15
2025-09-28,INS003,14
2025-09-29,INS003,34
2025-09-30,INS003,22
2025-10-01,INS003,20
2025-10-02,INS003,30
2025-10-03,INS003,21
2025-10-04,INS003,16
2025-10-05,INS003,17
2025-10-06,INS003,19
2025-10-07,INS003,43
2025-10-08,INS003,24
2025-10-09,INS003,24
2025-10-10,INS003,37
2025-10-11,INS003,28
2025-10-12,INS003,21
2025-10-13,INS003,31
2025-10-14,INS003,40
2025-10-15,INS003,34
2025-10-16,INS003,30
2025-10-17,INS003,27
2025-10-18,INS003,14
2025-10-19,INS003,18
2025-10-20,INS003,23
2025-10-21,INS003,19
2025-10-22,INS003,34
2025-10-23,INS003,25
2025-10-24,INS003,42
2025-10-25,INS003,28
2025-10-26,INS003,16
2025-10-27,INS003,19
2025-10-28,INS003,36
2025-10-29,INS003,35
2025-10-30,INS003,23
2025-10-31,INS003,19
2025-11-01,INS003,28
2025-11-02,INS003,24
2025-11-03,INS003,20
2025-11-04,INS003,43
2025-11-05,INS003,33
2025-11-06,INS003,32
2025-11-07,INS003,34
2025-11-08,INS003,25
2025-11-09,INS003,25
2025-11-10,INS003,19
2025-11-11,INS003,36
2025-11-12,INS003,37
2025-11-13,INS003,27
2025-11-14,INS003,42
2025-11-15,INS003,30
2025-11-16,INS003,13
2025-11-17,INS003,22
2025-11-18,INS003,23
2025-11-19,INS003,23
2025-11-20,INS003,23
2025-11-21,INS003,40
2025-11-22,INS003,17
2025-11-23,INS003,24
2025-11-24,INS003,35
2025-11-25,INS003,32
2025-11-26,INS003,39
2025-11-27,INS003,35
2025-11-28,INS003,33
2025-11-29,INS003,22
2025-11-30,INS003,24
2025-12-01,INS003,23
2025-12-02,INS003,26
2025-12-03,INS003,22
2025-12-04,INS003,19
2025-12-05,INS003,39
2025-12-06,INS003,27
2025-12-07,INS003,23
2025-12-08,INS003,22
2025-12-09,INS003,27
2025-12-10,INS003,40
2025-12-11,INS003,34
2025-12-12,INS003,21
2025-12-13,INS003,22
2025-12-14,INS003,16
2025-12-15,INS003,38
2025-12-16,INS003,36
2025-12-17,INS003,19
2025-12-18,INS003,42
2025-12-19,INS003,19
2025-12-20,INS003,19
2025-12-21,INS003,28
2025-12-22,INS003,28
2025-12-23,INS003,28
2025-12-24,INS003,28
2025-12-25,INS003,26
2025-12-26,INS003,32
2025-12-27,INS003,22
2025-12-28,INS003,22
2025-12-29,INS003,22
2025-12-30,INS003,39
2025-12-31,INS003,25
2026-01-01,INS003,42
2026-01-02,INS003,25
2026-01-03,INS003,21
2026-01-04,INS003,28
2026-01-05,INS003,33
2026-01-06,INS003,42
2026-01-07,INS003,19
2026-01-08,INS003,19
2026-01-09,INS003,29
2026-01-10,INS003,18
2026-01-11,INS003,24
2026-01-12,INS003,32
2026-01-13,INS003,27
2026-01-14,INS003,32
2026-01-15,INS003,28
2026-01-16,INS003,37
2026-01-17,INS003,21
2026-01-18,INS003,23
2026-01-19,INS003,32
2026-01-20,INS003,31
2026-01-21,INS003,42
2026-01-22,INS003,19
2026-01-23,INS003,28
2026-01-24,INS003,13
2026-01-25,INS003,15
2026-01-26,INS003,19
2026-01-27,INS003,33
2026-01-28,INS003,35
2026-01-29,INS003,36
2026-01-30,INS003,28
2026-01-31,INS003,30
2026-02-01,INS003,26
2026-02-02,INS003,33
2026-02-03,INS003,23
2026-02-04,INS003,32
2026-02-05,INS003,22
2026-02-06,INS003,21
2026-02-07,INS003,18
2026-02-08,INS003,25
2026-02-09,INS003,31
2026-02-10,INS003,19
2026-02-11,INS003,19
2026-02-12,INS003,40
2026-02-13,INS003,28
2026-02-14,INS003,19
2026-02-15,INS003,14
2026-02-16,INS003,34
2026-02-17,INS003,25
2026-02-18,INS003,42
2026-02-19,INS003,21
2026-02-20,INS003,29
2026-02-21,INS003,30
2026-02-22,INS003,18
2025-08-27,AZI005,12
2025-08-28,AZI005,13
2025-08-29,AZI005,19
2025-08-30,AZI005,16
2025-08-31,AZI005,13
2025-09-01,AZI005,23
2025-09-02,AZI005,15
2025-09-03,AZI005,34
2025-09-04,AZI005,17
2025-09-05,AZI005,12
2025-09-06,AZI005,9
2025-09-07,AZI005,22
2025-09-08,AZI005,24
2025-09-09,AZI005,28
2025-09-10,AZI005,20
2025-09-11,AZI005,18
2025-09-12,AZI005,30
2025-09-13,AZI005,21
2025-09-14,AZI005,21
2025-09-15,AZI005,27
2025-09-16,AZI005,20
2025-09-17,AZI005,19
2025-09-18,AZI005,28
2025-09-19,AZI005,11
2025-09-20,AZI005,18
2025-09-21,AZI005,9
2025-09-22,AZI005,26
2025-09-23,AZI005,32
2025-09-24,AZI005,24
2025-09-25,AZI005,23
2025-09-26,AZI005,23
2025-09-27,AZI005,13
2025-09-28,AZI005,20
2025-09-29,AZI005,12
2025-09-30,AZI005,29
2025-10-01,AZI005,10
2025-10-02,AZI005,16
2025-10-03,AZI005,32
2025-10-04,AZI005,13
2025-10-05,AZI005,18
2025-10-06,AZI005,14
2025-10-07,AZI005,26
2025-10-08,AZI005,16
2025-10-09,AZI005,33
2025-10-10,AZI005,33
2025-10-11,AZI005,11
2025-10-12,AZI005,9
2025-10-13,AZI005,13
2025-10-14,AZI005,25
2025-10-15,AZI005,31
2025-10-16,AZI005,30
2025-10-17,AZI005,21
2025-10-18,AZI005,21
2025-10-19,AZI005,17
2025-10-20,AZI005,30
2025-10-21,AZI005,20
2025-10-22,AZI005,29
2025-10-23,AZI005,12
2025-10-24,AZI005,27
2025-10-25,AZI005,13
2025-10-26,AZI005,7
2025-10-27,AZI005,12
2025-10-28,AZI005,16
2025-10-29,AZI005,25
2025-10-30,AZI005,15
2025-10-31,AZI005,26
2025-11-01,AZI005,23
2025-11-02,AZI005,18
2025-11-03,AZI005,30
2025-11-04,AZI005,32
2025-11-05,AZI005,14
2025-11-06,AZI005,29
2025-11-07,AZI005,34
2025-11-08,AZI005,23
2025-11-09,AZI005,13
2025-11-10,AZI005,34
2025-11-11,AZI005,34
2025-11-12,AZI005,26
2025-11-13,AZI005,25
2025-11-14,AZI005,10
2025-11-15,AZI005,15
2025-11-16,AZI005,18
2025-11-17,AZI005,32
2025-11-18,AZI005,27
2025-11-19,AZI005,34
2025-11-20,AZI005,23
2025-11-21,AZI005,27
2025-11-22,AZI005,19
2025-11-23,AZI005,14
2025-11-24,AZI005,28
2025-11-25,AZI005,26
2025-11-26,AZI005,11
2025-11-27,AZI005,20
2025-11-28,AZI005,19
2025-11-29,AZI005,18
2025-11-30,AZI005,18
2025-12-01,AZI005,21
2025-12-02,AZI005,25
2025-12-03,AZI005,15
2025-12-04,AZI005,25
2025-12-05,AZI005,10
2025-12-06,AZI005,11
2025-12-07,AZI005,23
2025-12-08,AZI005,34
2025-12-09,AZI005,25
2025-12-10,AZI005,13
2025-12-11,AZI005,24
2025-12-12,AZI005,32
2025-12-13,AZI005,18
2025-12-14,AZI005,23
2025-12-15,AZI005,32
2025-12-16,AZI005,12
2025-12-17,AZI005,19
2025-12-18,AZI005,10
2025-12-19,AZI005,32
2025-12-20,AZI005,16
2025-12-21,AZI005,17
2025-12-22,AZI005,30
2025-12-23,AZI005,19
2025-12-24,AZI005,18
2025-12-25,AZI005,12
2025-12-26,AZI005,33
2025-12-27,AZI005,9
2025-12-28,AZI005,21
2025-12-29,AZI005,15
2025-12-30,AZI005,32
2025-12-31,AZI005,27
2026-01-01,AZI005,19
2026-01-02,AZI005,13
2026-01-03,AZI005,23
2026-01-04,AZI005,9
2026-01-05,AZI005,16
2026-01-06,AZI005,12
2026-01-07,AZI005,11
2026-01-08,AZI005,26
2026-01-09,AZI005,21
2026-01-10,AZI005,13
2026-01-11,AZI005,14
2026-01-12,AZI005,29
2026-01-13,AZI005,16
2026-01-14,AZI005,11
2026-01-15,AZI005,23
2026-01-16,AZI005,17
2026-01-17,AZI005,23
2026-01-18,AZI005,8
2026-01-19,AZI005,34
2026-01-20,AZI005,21
2026-01-21,AZI005,27
2026-01-22,AZI005,16
2026-01-23,AZI005,20
2026-01-24,AZI005,22
2026-01-25,AZI005,21
2026-01-26,AZI005,25
2026-01-27,AZI005,23
2026-01-28,AZI005,11
2026-01-29,AZI005,15
2026-01-30,AZI005,24
2026-01-31,AZI005,21
2026-02-01,AZI005,9
2026-02-02,AZI005,15
2026-02-03,AZI005,30
2026-02-04,AZI005,22
2026-02-05,AZI005,18
2026-02-06,AZI005,31
2026-02-07,AZI005,18
2026-02-08,AZI005,12
2026-02-09,AZI005,24
2026-02-10,AZI005,11
2026-02-11,AZI005,14
2026-02-12,AZI005,18
2026-02-13,AZI005,13
2026-02-14,AZI005,7
2026-02-15,AZI005,23
2026-02-16,AZI005,22
2026-02-17,AZI005,16
2026-02-18,AZI005,11
2026-02-19,AZI005,33
2026-02-20,AZI005,28
2026-02-21,AZI005,9
2026-02-22,AZI005,16
