product_id,location,stock_level,daily_sales,expiry_days,lead_time_days,timestamp
PAN040,Central_Warehouse,546,60,363,7,2024-01-08
ASP075,Central_Warehouse,677,65,211,7,2024-01-08
PCM001,Central_Warehouse,200,114,259,7,2024-01-09
AMX500,Central_Warehouse,795,71,174,7,2024-01-09
IBU400,Central_Warehouse,654,72,108,7,2024-01-09
MET850,Central_Warehouse,884,70,185,7,2024-01-09
CTZ010,Central_Warehouse,614,72,288,7,2024-01-09
OMP020,Central_Warehouse,632,66,174,7,2024-01-09
AZI250,Central_Warehouse,697,71,225,7,2024-01-09
DOL650,Central_Warehouse,345,110,290,7,2024-01-09
PAN040,Central_Warehouse,644,73,31,7,2024-01-09
ASP075,Central_Warehouse,148,72,350,7,2024-01-09
PCM001,Central_Warehouse,653,114,362,7,2024-01-10
AMX500,Central_Warehouse,560,71,114,7,2024-01-10
IBU400,Central_Warehouse,321,73,207,7,2024-01-10
MET850,Central_Warehouse,606,71,54,7,2024-01-10
CTZ010,Central_Warehouse,256,70,93,7,2024-01-10
OMP020,Central_Warehouse,245,69,191,7,2024-01-10
AZI250,Central_Warehouse,110,69,67,7,2024-01-10
DOL650,Central_Warehouse,680,117,66,7,2024-01-10
PAN040,Central_Warehouse,767,69,285,7,2024-01-10
ASP075,Central_Warehouse,957,71,348,7,2024-01-10
PCM001,Central_Warehouse,458,114,246,7,2024-01-11
AMX500,Central_Warehouse,541,72,282,7,2024-01-11
IBU400,Central_Warehouse,997,72,260,7,2024-01-11
MET850,Central_Warehouse,565,69,114,7,2024-01-11
CTZ010,Central_Warehouse,459,68,103,7,2024-01-11
OMP020,Central_Warehouse,366,72,363,7,2024-01-11
AZI250,Central_Warehouse,707,73,357,7,2024-01-11
DOL650,Central_Warehouse,415,117,135,7,2024-01-11
PAN040,Central_Warehouse,695,73,254,7,2024-01-11
ASP075,Central_Warehouse,704,71,239,7,2024-01-11
PCM001,Central_Warehouse,547,112,117,7,2024-01-12
AMX500,Central_Warehouse,976,70,106,7,2024-01-12
IBU400,Central_Warehouse,210,68,177,7,2024-01-12
MET850,Central_Warehouse,105,72,271,7,2024-01-12
CTZ010,Central_Warehouse,245,71,118,7,2024-01-12
OMP020,Central_Warehouse,592,69,192,7,2024-01-12
AZI250,Central_Warehouse,773,70,314,7,2024-01-12
DOL650,Central_Warehouse,383,115,354,7,2024-01-12
PAN040,Central_Warehouse,908,71,193,7,2024-01-12
ASP075,Central_Warehouse,519,72,105,7,2024-01-12
PCM001,Central_Warehouse,660,129,252,7,2024-01-13
AMX500,Central_Warehouse,856,84,80,7,2024-01-13
IBU400,Central_Warehouse,221,80,189,7,2024-01-13
MET850,Central_Warehouse,519,86,170,7,2024-01-13
CTZ010,Central_Warehouse,419,85,302,7,2024-01-13
OMP020,Central_Warehouse,996,86,95,7,2024-01-13
AZI250,Central_Warehouse,531,83,129,7,2024-01-13
DOL650,Central_Warehouse,157,132,272,7,2024-01-13
PAN040,Central_Warehouse,127,82,365,7,2024-01-13
ASP075,Central_Warehouse,330,88,157,7,2024-01-13
PCM001,Central_Warehouse,783,141,179,7,2024-01-14
AMX500,Central_Warehouse,861,86,248,7,2024-01-14
IBU400,Central_Warehouse,411,89,234,7,2024-01-14
MET850,Central_Warehouse,897,85,82,7,2024-01-14
CTZ010,Central_Warehouse,672,84,190,7,2024-01-14
OMP020,Central_Warehouse,815,87,136,7,2024-01-14
AZI250,Central_Warehouse,627,88,357,7,2024-01-14
DOL650,Central_Warehouse,952,137,57,7,2024-01-14
PAN040,Central_Warehouse,501,88,213,7,2024-01-14
ASP075,Central_Warehouse,908,81,293,7,2024-01-14
PCM001,Central_Warehouse,225,103,346,7,2024-01-15
AMX500,Central_Warehouse,383,65,146,7,2024-01-15
IBU400,Central_Warehouse,949,61,169,7,2024-01-15
MET850,Central_Warehouse,954,62,319,7,2024-01-15
CTZ010,Central_Warehouse,569,63,137,7,2024-01-15
OMP020,Central_Warehouse,974,63,82,7,2024-01-15
AZI250,Central_Warehouse,545,65,39,7,2024-01-15
DOL650,Central_Warehouse,544,99,230,7,2024-01-15
PAN040,Central_Warehouse,408,66,95,7,2024-01-15
ASP075,Central_Warehouse,391,63,365,7,2024-01-15
PCM001,Central_Warehouse,738,117,261,7,2024-01-16
AMX500,Central_Warehouse,239,73,51,7,2024-01-16
IBU400,Central_Warehouse,402,68,35,7,2024-01-16
MET850,Central_Warehouse,747,71,84,7,2024-01-16
CTZ010,Central_Warehouse,446,69,300,7,2024-01-16
OMP020,Central_Warehouse,229,72,63,7,2024-01-16
AZI250,Central_Warehouse,686,69,31,7,2024-01-16
DOL650,Central_Warehouse,144,116,195,7,2024-01-16
PAN040,Central_Warehouse,714,71,177,7,2024-01-16
ASP075,Central_Warehouse,758,70,345,7,2024-01-16
PCM001,Central_Warehouse,594,118,214,7,2024-01-17
AMX500,Central_Warehouse,102,70,193,7,2024-01-17
IBU400,Central_Warehouse,892,72,236,7,2024-01-17
MET850,Central_Warehouse,363,69,335,7,2024-01-17
CTZ010,Central_Warehouse,704,72,40,7,2024-01-17
OMP020,Central_Warehouse,367,69,187,7,2024-01-17
AZI250,Central_Warehouse,776,70,249,7,2024-01-17
DOL650,Central_Warehouse,467,111,262,7,2024-01-17
PAN040,Central_Warehouse,334,69,357,7,2024-01-17
ASP075,Central_Warehouse,418,74,105,7,2024-01-17
PCM001,Central_Warehouse,965,110,223,7,2024-01-18
AMX500,Central_Warehouse,811,70,45,7,2024-01-18
IBU400,Central_Warehouse,874,71,327,7,2024-01-18
MET850,Central_Warehouse,216,72,303,7,2024-01-18
CTZ010,Central_Warehouse,572,74,87,7,2024-01-18
OMP020,Central_Warehouse,141,67,293,7,2024-01-18
AZI250,Central_Warehouse,699,68,271,7,2024-01-18
DOL650,Central_Warehouse,197,108,147,7,2024-01-18
PAN040,Central_Warehouse,185,73,334,7,2024-01-18
ASP075,Central_Warehouse,671,71,169,7,2024-01-18
PCM001,Central_Warehouse,264,111,327,7,2024-01-19
AMX500,Central_Warehouse,338,69,321,7,2024-01-19
IBU400,Central_Warehouse,249,73,185,7,2024-01-19
MET850,Central_Warehouse,870,72,136,7,2024-01-19
CTZ010,Central_Warehouse,134,71,67,7,2024-01-19
OMP020,Central_Warehouse,111,72,192,7,2024-01-19
AZI250,Central_Warehouse,728,71,341,7,2024-01-19
DOL650,Central_Warehouse,610,118,344,7,2024-01-19
PAN040,Central_Warehouse,484,73,100,7,2024-01-19
ASP075,Central_Warehouse,149,67,196,7,2024-01-19
PCM001,Central_Warehouse,400,142,227,7,2024-01-20
AMX500,Central_Warehouse,543,83,215,7,2024-01-20
IBU400,Central_Warehouse,482,87,110,7,2024-01-20
MET850,Central_Warehouse,529,81,355,7,2024-01-20
CTZ010,Central_Warehouse,391,82,217,7,2024-01-20
OMP020,Central_Warehouse,335,81,231,7,2024-01-20
AZI250,Central_Warehouse,347,88,111,7,2024-01-20
DOL650,Central_Warehouse,183,135,204,7,2024-01-20
PAN040,Central_Warehouse,722,83,53,7,2024-01-20
ASP075,Central_Warehouse,905,81,248,7,2024-01-20
PCM001,Central_Warehouse,526,136,39,7,2024-01-21
AMX500,Central_Warehouse,352,86,96,7,2024-01-21
IBU400,Central_Warehouse,846,81,117,7,2024-01-21
MET850,Central_Warehouse,194,83,87,7,2024-01-21
CTZ010,Central_Warehouse,451,85,149,7,2024-01-21
OMP020,Central_Warehouse,375,88,172,7,2024-01-21
AZI250,Central_Warehouse,263,81,269,7,2024-01-21
DOL650,Central_Warehouse,119,134,205,7,2024-01-21
PAN040,Central_Warehouse,806,86,49,7,2024-01-21
ASP075,Central_Warehouse,271,81,298,7,2024-01-21
PCM001,Central_Warehouse,801,101,294,7,2024-01-22
AMX500,Central_Warehouse,165,64,156,7,2024-01-22
IBU400,Central_Warehouse,1000,62,299,7,2024-01-22
MET850,Central_Warehouse,702,64,351,7,2024-01-22
CTZ010,Central_Warehouse,432,62,307,7,2024-01-22
OMP020,Central_Warehouse,533,66,180,7,2024-01-22
AZI250,Central_Warehouse,870,66,122,7,2024-01-22
DOL650,Central_Warehouse,850,100,39,7,2024-01-22
PAN040,Central_Warehouse,961,63,197,7,2024-01-22
ASP075,Central_Warehouse,909,62,63,7,2024-01-22
PCM001,Central_Warehouse,428,119,99,7,2024-01-23
AMX500,Central_Warehouse,320,74,289,7,2024-01-23
IBU400,Central_Warehouse,387,72,349,7,2024-01-23
MET850,Central_Warehouse,947,74,253,7,2024-01-23
CTZ010,Central_Warehouse,206,73,144,7,2024-01-23
OMP020,Central_Warehouse,453,74,68,7,2024-01-23
AZI250,Central_Warehouse,510,68,43,7,2024-01-23
DOL650,Central_Warehouse,724,110,33,7,2024-01-23
PAN040,Central_Warehouse,145,73,232,7,2024-01-23
ASP075,Central_Warehouse,151,68,138,7,2024-01-23
PCM001,Central_Warehouse,400,109,83,7,2024-01-24
AMX500,Central_Warehouse,349,70,336,7,2024-01-24
IBU400,Central_Warehouse,212,72,312,7,2024-01-24
MET850,Central_Warehouse,642,73,148,7,2024-01-24
CTZ010,Central_Warehouse,422,71,57,7,2024-01-24
OMP020,Central_Warehouse,238,71,352,7,2024-01-24
AZI250,Central_Warehouse,762,69,346,7,2024-01-24
DOL650,Central_Warehouse,555,117,302,7,2024-01-24
PAN040,Central_Warehouse,107,70,360,7,2024-01-24
ASP075,Central_Warehouse,158,69,114,7,2024-01-24
PCM001,Central_Warehouse,524,116,194,7,2024-01-25
AMX500,Central_Warehouse,867,70,328,7,2024-01-25
IBU400,Central_Warehouse,255,68,258,7,2024-01-25
MET850,Central_Warehouse,877,74,82,7,2024-01-25
CTZ010,Central_Warehouse,108,73,290,7,2024-01-25
OMP020,Central_Warehouse,908,70,36,7,2024-01-25
AZI250,Central_Warehouse,332,69,176,7,2024-01-25
DOL650,Central_Warehouse,681,110,274,7,2024-01-25
PAN040,Central_Warehouse,111,70,255,7,2024-01-25
ASP075,Central_Warehouse,524,74,39,7,2024-01-25
PCM001,Central_Warehouse,550,109,43,7,2024-01-26
AMX500,Central_Warehouse,387,72,239,7,2024-01-26
IBU400,Central_Warehouse,897,74,94,7,2024-01-26
MET850,Central_Warehouse,168,74,297,7,2024-01-26
CTZ010,Central_Warehouse,845,68,160,7,2024-01-26
OMP020,Central_Warehouse,237,69,230,7,2024-01-26
AZI250,Central_Warehouse,175,71,254,7,2024-01-26
DOL650,Central_Warehouse,294,111,132,7,2024-01-26
PAN040,Central_Warehouse,514,69,240,7,2024-01-26
ASP075,Central_Warehouse,792,68,212,7,2024-01-26
PCM001,Central_Warehouse,113,132,354,7,2024-01-27
AMX500,Central_Warehouse,236,87,282,7,2024-01-27
IBU400,Central_Warehouse,629,86,283,7,2024-01-27
MET850,Central_Warehouse,964,87,74,7,2024-01-27
CTZ010,Central_Warehouse,245,83,240,7,2024-01-27
OMP020,Central_Warehouse,586,84,47,7,2024-01-27
AZI250,Central_Warehouse,605,82,123,7,2024-01-27
DOL650,Central_Warehouse,645,133,153,7,2024-01-27
PAN040,Central_Warehouse,973,86,106,7,2024-01-27
ASP075,Central_Warehouse,163,83,277,7,2024-01-27
PCM001,Central_Warehouse,661,135,247,7,2024-01-28
AMX500,Central_Warehouse,540,85,313,7,2024-01-28
IBU400,Central_Warehouse,347,82,297,7,2024-01-28
MET850,Central_Warehouse,775,89,364,7,2024-01-28
CTZ010,Central_Warehouse,874,83,325,7,2024-01-28
OMP020,Central_Warehouse,427,84,336,7,2024-01-28
AZI250,Central_Warehouse,971,81,321,7,2024-01-28
DOL650,Central_Warehouse,447,143,52,7,2024-01-28
PAN040,Central_Warehouse,179,83,308,7,2024-01-28
ASP075,Central_Warehouse,705,82,206,7,2024-01-28
PCM001,Central_Warehouse,802,99,263,7,2024-01-29
AMX500,Central_Warehouse,312,65,109,7,2024-01-29
IBU400,Central_Warehouse,923,61,344,7,2024-01-29
MET850,Central_Warehouse,761,62,95,7,2024-01-29
CTZ010,Central_Warehouse,803,64,199,7,2024-01-29
OMP020,Central_Warehouse,900,67,164,7,2024-01-29
AZI250,Central_Warehouse,846,62,44,7,2024-01-29
DOL650,Central_Warehouse,969,107,260,7,2024-01-29
PAN040,Central_Warehouse,133,65,247,7,2024-01-29
ASP075,Central_Warehouse,752,65,325,7,2024-01-29
PCM001,Central_Warehouse,973,113,241,7,2024-01-30
AMX500,Central_Warehouse,848,70,317,7,2024-01-30
IBU400,Central_Warehouse,239,73,363,7,2024-01-30
MET850,Central_Warehouse,772,75,341,7,2024-01-30
CTZ010,Central_Warehouse,609,74,128,7,2024-01-30
OMP020,Central_Warehouse,542,74,249,7,2024-01-30
AZI250,Central_Warehouse,972,71,88,7,2024-01-30
DOL650,Central_Warehouse,924,117,213,7,2024-01-30
PAN040,Central_Warehouse,208,73,78,7,2024-01-30
ASP075,Central_Warehouse,828,71,288,7,2024-01-30
PCM001,Central_Warehouse,256,120,185,7,2024-01-31
AMX500,Central_Warehouse,314,75,247,7,2024-01-31
IBU400,Central_Warehouse,985,72,311,7,2024-01-31
MET850,Central_Warehouse,904,73,343,7,2024-01-31
CTZ010,Central_Warehouse,265,72,181,7,2024-01-31
OMP020,Central_Warehouse,575,69,31,7,2024-01-31
AZI250,Central_Warehouse,828,71,297,7,2024-01-31
DOL650,Central_Warehouse,971,117,223,7,2024-01-31
PAN040,Central_Warehouse,925,70,229,7,2024-01-31
ASP075,Central_Warehouse,780,70,170,7,2024-01-31
PCM001,Central_Warehouse,958,78,305,7,2024-02-01
AMX500,Central_Warehouse,939,50,158,7,2024-02-01
IBU400,Central_Warehouse,852,50,358,7,2024-02-01
MET850,Central_Warehouse,209,50,300,7,2024-02-01
CTZ010,Central_Warehouse,641,48,310,7,2024-02-01
OMP020,Central_Warehouse,544,51,317,7,2024-02-01
AZI250,Central_Warehouse,817,49,362,7,2024-02-01
DOL650,Central_Warehouse,144,78,91,7,2024-02-01
PAN040,Central_Warehouse,601,49,113,7,2024-02-01
ASP075,Central_Warehouse,635,53,85,7,2024-02-01
PCM001,Central_Warehouse,270,83,241,7,2024-02-02
AMX500,Central_Warehouse,660,50,53,7,2024-02-02
IBU400,Central_Warehouse,482,49,348,7,2024-02-02
MET850,Central_Warehouse,708,53,365,7,2024-02-02
CTZ010,Central_Warehouse,581,49,46,7,2024-02-02
OMP020,Central_Warehouse,196,50,285,7,2024-02-02
AZI250,Central_Warehouse,775,49,47,7,2024-02-02
DOL650,Central_Warehouse,728,78,335,7,2024-02-02
PAN040,Central_Warehouse,804,51,231,7,2024-02-02
ASP075,Central_Warehouse,891,53,95,7,2024-02-02
PCM001,Central_Warehouse,773,102,250,7,2024-02-03
AMX500,Central_Warehouse,761,62,352,7,2024-02-03
IBU400,Central_Warehouse,924,58,52,7,2024-02-03
MET850,Central_Warehouse,863,63,182,7,2024-02-03
CTZ010,Central_Warehouse,375,58,83,7,2024-02-03
OMP020,Central_Warehouse,262,62,65,7,2024-02-03
AZI250,Central_Warehouse,129,58,171,7,2024-02-03
DOL650,Central_Warehouse,906,98,98,7,2024-02-03
PAN040,Central_Warehouse,855,61,54,7,2024-02-03
ASP075,Central_Warehouse,868,62,151,7,2024-02-03
PCM001,Central_Warehouse,419,94,342,7,2024-02-04
AMX500,Central_Warehouse,337,63,134,7,2024-02-04
IBU400,Central_Warehouse,322,61,326,7,2024-02-04
MET850,Central_Warehouse,121,59,255,7,2024-02-04
CTZ010,Central_Warehouse,624,60,330,7,2024-02-04
OMP020,Central_Warehouse,439,58,59,7,2024-02-04
AZI250,Central_Warehouse,996,63,292,7,2024-02-04
DOL650,Central_Warehouse,494,100,170,7,2024-02-04
PAN040,Central_Warehouse,466,64,291,7,2024-02-04
ASP075,Central_Warehouse,554,62,151,7,2024-02-04
PCM001,Central_Warehouse,254,75,279,7,2024-02-05
AMX500,Central_Warehouse,731,46,330,7,2024-02-05
IBU400,Central_Warehouse,659,44,170,7,2024-02-05
MET850,Central_Warehouse,977,46,119,7,2024-02-05
CTZ010,Central_Warehouse,943,47,107,7,2024-02-05
OMP020,Central_Warehouse,306,44,212,7,2024-02-05
AZI250,Central_Warehouse,393,45,187,7,2024-02-05
DOL650,Central_Warehouse,758,74,325,7,2024-02-05
PAN040,Central_Warehouse,310,45,234,7,2024-02-05
ASP075,Central_Warehouse,992,45,34,7,2024-02-05
PCM001,Central_Warehouse,789,83,308,7,2024-02-06
AMX500,Central_Warehouse,923,54,204,7,2024-02-06
IBU400,Central_Warehouse,630,50,238,7,2024-02-06
MET850,Central_Warehouse,963,53,46,7,2024-02-06
CTZ010,Central_Warehouse,853,51,143,7,2024-02-06
OMP020,Central_Warehouse,773,49,58,7,2024-02-06
AZI250,Central_Warehouse,150,49,235,7,2024-02-06
DOL650,Central_Warehouse,318,85,351,7,2024-02-06
PAN040,Central_Warehouse,274,52,202,7,2024-02-06
ASP075,Central_Warehouse,534,53,254,7,2024-02-06
PCM001,Central_Warehouse,166,81,95,7,2024-02-07
AMX500,Central_Warehouse,721,49,231,7,2024-02-07
IBU400,Central_Warehouse,445,53,105,7,2024-02-07
MET850,Central_Warehouse,400,49,132,7,2024-02-07
CTZ010,Central_Warehouse,679,51,135,7,2024-02-07
OMP020,Central_Warehouse,611,50,66,7,2024-02-07
AZI250,Central_Warehouse,759,50,105,7,2024-02-07
DOL650,Central_Warehouse,886,81,114,7,2024-02-07
PAN040,Central_Warehouse,284,50,124,7,2024-02-07
ASP075,Central_Warehouse,200,51,318,7,2024-02-07
PCM001,Central_Warehouse,801,79,357,7,2024-02-08
AMX500,Central_Warehouse,862,52,352,7,2024-02-08
IBU400,Central_Warehouse,504,50,286,7,2024-02-08
MET850,Central_Warehouse,674,51,75,7,2024-02-08
CTZ010,Central_Warehouse,292,52,320,7,2024-02-08
OMP020,Central_Warehouse,498,53,186,7,2024-02-08
AZI250,Central_Warehouse,264,51,152,7,2024-02-08
DOL650,Central_Warehouse,817,81,317,7,2024-02-08
PAN040,Central_Warehouse,263,50,90,7,2024-02-08
ASP075,Central_Warehouse,152,49,57,7,2024-02-08
PCM001,Central_Warehouse,993,83,161,7,2024-02-09
AMX500,Central_Warehouse,493,49,349,7,2024-02-09
IBU400,Central_Warehouse,278,52,181,7,2024-02-09
MET850,Central_Warehouse,729,49,249,7,2024-02-09
CTZ010,Central_Warehouse,108,51,190,7,2024-02-09
OMP020,Central_Warehouse,625,51,358,7,2024-02-09
AZI250,Central_Warehouse,917,49,254,7,2024-02-09
DOL650,Central_Warehouse,110,79,184,7,2024-02-09
PAN040,Central_Warehouse,739,53,277,7,2024-02-09
ASP075,Central_Warehouse,740,50,148,7,2024-02-09
PCM001,Central_Warehouse,850,100,68,7,2024-02-10
AMX500,Central_Warehouse,830,62,42,7,2024-02-10
IBU400,Central_Warehouse,425,63,63,7,2024-02-10
MET850,Central_Warehouse,177,64,338,7,2024-02-10
CTZ010,Central_Warehouse,458,61,73,7,2024-02-10
OMP020,Central_Warehouse,453,60,180,7,2024-02-10
AZI250,Central_Warehouse,747,59,196,7,2024-02-10
DOL650,Central_Warehouse,147,96,111,7,2024-02-10
PAN040,Central_Warehouse,226,62,148,7,2024-02-10
ASP075,Central_Warehouse,840,62,263,7,2024-02-10
PCM001,Central_Warehouse,725,96,259,7,2024-02-11
AMX500,Central_Warehouse,523,60,214,7,2024-02-11
IBU400,Central_Warehouse,339,63,62,7,2024-02-11
MET850,Central_Warehouse,328,64,31,7,2024-02-11
CTZ010,Central_Warehouse,784,59,236,7,2024-02-11
OMP020,Central_Warehouse,303,64,128,7,2024-02-11
AZI250,Central_Warehouse,152,62,250,7,2024-02-11
DOL650,Central_Warehouse,785,95,41,7,2024-02-11
PAN040,Central_Warehouse,440,61,84,7,2024-02-11
ASP075,Central_Warehouse,407,60,314,7,2024-02-11
PCM001,Central_Warehouse,926,71,66,7,2024-02-12
AMX500,Central_Warehouse,421,48,71,7,2024-02-12
IBU400,Central_Warehouse,184,47,92,7,2024-02-12
MET850,Central_Warehouse,739,44,101,7,2024-02-12
CTZ010,Central_Warehouse,682,48,196,7,2024-02-12
OMP020,Central_Warehouse,192,48,302,7,2024-02-12
AZI250,Central_Warehouse,562,46,327,7,2024-02-12
DOL650,Central_Warehouse,873,71,301,7,2024-02-12
PAN040,Central_Warehouse,900,45,96,7,2024-02-12
ASP075,Central_Warehouse,232,46,188,7,2024-02-12
PCM001,Central_Warehouse,205,81,225,7,2024-02-13
AMX500,Central_Warehouse,700,49,270,7,2024-02-13
IBU400,Central_Warehouse,132,50,210,7,2024-02-13
MET850,Central_Warehouse,705,53,171,7,2024-02-13
CTZ010,Central_Warehouse,761,51,61,7,2024-02-13
OMP020,Central_Warehouse,313,54,86,7,2024-02-13
AZI250,Central_Warehouse,809,52,56,7,2024-02-13
DOL650,Central_Warehouse,191,85,141,7,2024-02-13
PAN040,Central_Warehouse,686,50,281,7,2024-02-13
ASP075,Central_Warehouse,281,54,270,7,2024-02-13
PCM001,Central_Warehouse,735,87,131,7,2024-02-14
AMX500,Central_Warehouse,256,51,89,7,2024-02-14
IBU400,Central_Warehouse,635,53,251,7,2024-02-14
MET850,Central_Warehouse,730,51,328,7,2024-02-14
CTZ010,Central_Warehouse,871,50,121,7,2024-02-14
OMP020,Central_Warehouse,500,53,356,7,2024-02-14
AZI250,Central_Warehouse,772,50,76,7,2024-02-14
DOL650,Central_Warehouse,894,80,330,7,2024-02-14
PAN040,Central_Warehouse,839,50,71,7,2024-02-14
ASP075,Central_Warehouse,733,51,141,7,2024-02-14
PCM001,Central_Warehouse,718,83,136,7,2024-02-15
AMX500,Central_Warehouse,857,52,350,7,2024-02-15
IBU400,Central_Warehouse,842,53,279,7,2024-02-15
MET850,Central_Warehouse,116,53,94,7,2024-02-15
CTZ010,Central_Warehouse,900,52,361,7,2024-02-15
OMP020,Central_Warehouse,926,52,290,7,2024-02-15
AZI250,Central_Warehouse,181,50,90,7,2024-02-15
DOL650,Central_Warehouse,407,86,61,7,2024-02-15
PAN040,Central_Warehouse,843,51,202,7,2024-02-15
ASP075,Central_Warehouse,366,49,81,7,2024-02-15
PCM001,Central_Warehouse,789,81,94,7,2024-02-16
AMX500,Central_Warehouse,415,54,354,7,2024-02-16
IBU400,Central_Warehouse,439,49,114,7,2024-02-16
MET850,Central_Warehouse,220,52,93,7,2024-02-16
CTZ010,Central_Warehouse,955,52,356,7,2024-02-16
OMP020,Central_Warehouse,451,50,100,7,2024-02-16
AZI250,Central_Warehouse,279,50,198,7,2024-02-16
DOL650,Central_Warehouse,217,79,103,7,2024-02-16
PAN040,Central_Warehouse,377,49,51,7,2024-02-16
ASP075,Central_Warehouse,388,53,290,7,2024-02-16
PCM001,Central_Warehouse,754,96,253,7,2024-02-17
AMX500,Central_Warehouse,412,60,359,7,2024-02-17
IBU400,Central_Warehouse,529,64,111,7,2024-02-17
MET850,Central_Warehouse,368,59,230,7,2024-02-17
CTZ010,Central_Warehouse,956,61,229,7,2024-02-17
OMP020,Central_Warehouse,727,64,174,7,2024-02-17
AZI250,Central_Warehouse,796,64,306,7,2024-02-17
DOL650,Central_Warehouse,446,98,88,7,2024-02-17
PAN040,Central_Warehouse,494,61,45,7,2024-02-17
ASP075,Central_Warehouse,367,60,96,7,2024-02-17
